"","Date_Time","Value"
"4243",1975-02-14,0.8
"4244",1975-02-15,0
"4245",1975-02-16,0.6
"4246",1975-02-17,0.6
"4247",1975-02-18,0
"4248",1975-02-19,0
"4249",1975-02-20,0
"4250",1975-02-21,17
"4251",1975-02-22,6.8
"4252",1975-02-23,1
"4253",1975-02-24,0
"4254",1975-02-25,0
"4255",1975-02-26,0
"4256",1975-02-27,13
"4257",1975-02-28,1
"4258",1975-03-01,1
"4259",1975-03-02,0
"4260",1975-03-03,0
"4261",1975-03-04,0
"4262",1975-03-05,0
"4263",1975-03-06,0
"4264",1975-03-07,0
"4265",1975-03-08,12.6
"4266",1975-03-09,0
"4267",1975-03-10,1.6
"4268",1975-03-11,13.4
"4269",1975-03-12,6.6
"4270",1975-03-13,7
"4271",1975-03-14,0
"4272",1975-03-15,0
"4273",1975-03-16,2.2
"4274",1975-03-17,0
"4275",1975-03-18,1.2
"4276",1975-03-19,10.4
"4277",1975-03-20,0.8
"4278",1975-03-21,2.8
"4279",1975-03-22,0
"4280",1975-03-23,0
"4281",1975-03-24,0
"4282",1975-03-25,0
"4283",1975-03-26,0.8
"4284",1975-03-27,0
"4285",1975-03-28,0.8
"4286",1975-03-29,1.4
"4287",1975-03-30,5.4
"4288",1975-03-31,0
"4289",1975-04-01,9.2
"4290",1975-04-02,0
"4291",1975-04-03,0
"4292",1975-04-04,0
"4293",1975-04-05,0
"4294",1975-04-06,5.2
"4295",1975-04-07,3
"4296",1975-04-08,0
"4297",1975-04-09,0
"4298",1975-04-10,0
"4299",1975-04-11,0
"4300",1975-04-12,0
"4301",1975-04-13,0
"4302",1975-04-14,0
"4303",1975-04-15,2
"4304",1975-04-16,3.2
"4305",1975-04-17,12.4
"4306",1975-04-18,25.6
"4307",1975-04-19,2
"4308",1975-04-20,3
"4309",1975-04-21,6
"4310",1975-04-22,0.8
"4311",1975-04-23,2
"4312",1975-04-24,0
"4313",1975-04-25,0
"4314",1975-04-26,0
"4315",1975-04-27,0
"4316",1975-04-28,0
"4317",1975-04-29,0
"4318",1975-04-30,0
"4319",1975-05-01,11
"4320",1975-05-02,0.8
"4321",1975-05-03,0
"4322",1975-05-04,0
"4323",1975-05-05,0
"4324",1975-05-06,0
"4325",1975-05-07,0
"4326",1975-05-08,1.4
"4327",1975-05-09,9
"4328",1975-05-10,0.8
"4329",1975-05-11,0
"4330",1975-05-12,3
"4331",1975-05-13,3.2
"4332",1975-05-14,25
"4333",1975-05-15,1.6
"4334",1975-05-16,11
"4335",1975-05-17,5.4
"4336",1975-05-18,0.8
"4337",1975-05-19,0
"4338",1975-05-20,0
"4339",1975-05-21,0
"4340",1975-05-22,0
"4341",1975-05-23,0
"4342",1975-05-24,1.4
"4343",1975-05-25,2
"4344",1975-05-26,7.4
"4345",1975-05-27,0.4
"4346",1975-05-28,0
"4347",1975-05-29,0
"4348",1975-05-30,0
"4349",1975-05-31,0
"4350",1975-06-01,0
"4351",1975-06-02,0
"4352",1975-06-03,0
"4353",1975-06-04,3
"4354",1975-06-05,5
"4355",1975-06-06,3.6
"4356",1975-06-07,0
"4357",1975-06-08,0
"4358",1975-06-09,0
"4359",1975-06-10,0
"4360",1975-06-11,0
"4361",1975-06-12,4.2
"4362",1975-06-13,0.8
"4363",1975-06-14,0
"4364",1975-06-15,0
"4365",1975-06-16,0
"4366",1975-06-17,0
"4367",1975-06-18,0
"4368",1975-06-19,1
"4369",1975-06-20,2.2
"4370",1975-06-21,3.4
"4371",1975-06-22,22
"4372",1975-06-23,12
"4373",1975-06-24,2
"4374",1975-06-25,0
"4375",1975-06-26,12
"4376",1975-06-27,0.4
"4377",1975-06-28,1
"4378",1975-06-29,9
"4379",1975-06-30,0
"4380",1975-07-01,0
"4381",1975-07-02,0
"4382",1975-07-03,5.4
"4383",1975-07-04,9.4
"4384",1975-07-05,2.4
"4385",1975-07-06,0.4
"4386",1975-07-07,12
"4387",1975-07-08,0.4
"4388",1975-07-09,0
"4389",1975-07-10,0
"4390",1975-07-11,1
"4391",1975-07-12,0.6
"4392",1975-07-13,100
"4393",1975-07-14,65.8
"4394",1975-07-15,3
"4395",1975-07-16,0
"4396",1975-07-17,0
"4397",1975-07-18,0
"4398",1975-07-19,1.4
"4399",1975-07-20,0.8
"4400",1975-07-21,0
"4401",1975-07-22,0
"4402",1975-07-23,0
"4403",1975-07-24,0
"4404",1975-07-25,0
"4405",1975-07-26,0
"4406",1975-07-27,0
"4407",1975-07-28,0
"4408",1975-07-29,0
"4409",1975-07-30,0.2
"4410",1975-07-31,0.4
"4411",1975-08-01,17
"4412",1975-08-02,0
"4413",1975-08-03,9.6
"4414",1975-08-04,24
"4415",1975-08-05,3
"4416",1975-08-06,2
"4417",1975-08-07,1.4
"4418",1975-08-08,0
"4419",1975-08-09,0
"4420",1975-08-10,0
"4421",1975-08-11,10.2
"4422",1975-08-12,12
"4423",1975-08-13,0.4
"4424",1975-08-14,0
"4425",1975-08-15,0
"4426",1975-08-16,0
"4427",1975-08-17,0
"4428",1975-08-18,0
"4429",1975-08-19,0
"4430",1975-08-20,1
"4431",1975-08-21,6.4
"4432",1975-08-22,0.4
"4433",1975-08-23,1.2
"4434",1975-08-24,5
"4435",1975-08-25,0
"4436",1975-08-26,2
"4437",1975-08-27,55
"4438",1975-08-28,5.2
"4439",1975-08-29,4
"4440",1975-08-30,1.4
"4441",1975-08-31,0
"4442",1975-09-01,0
"4443",1975-09-02,5.8
"4444",1975-09-03,16.2
"4445",1975-09-04,10.4
"4446",1975-09-05,0
"4447",1975-09-06,0
"4448",1975-09-07,0
"4449",1975-09-08,0
"4450",1975-09-09,0
"4451",1975-09-10,0
"4452",1975-09-11,0
"4453",1975-09-12,0
"4454",1975-09-13,0.6
"4455",1975-09-14,22.6
"4456",1975-09-15,35
"4457",1975-09-16,0
"4458",1975-09-17,16.4
"4459",1975-09-18,0
"4460",1975-09-19,10.6
"4461",1975-09-20,0
"4462",1975-09-21,0
"4463",1975-09-22,1.4
"4464",1975-09-23,0
"4465",1975-09-24,1
"4466",1975-09-25,0
"4467",1975-09-26,0
"4468",1975-09-27,0
"4469",1975-09-28,11
"4470",1975-09-29,23.4
"4471",1975-09-30,21.6
"4472",1975-10-01,0
"4473",1975-10-02,0
"4474",1975-10-03,0.4
"4475",1975-10-04,0
"4476",1975-10-05,0
"4477",1975-10-06,0
"4478",1975-10-07,0
"4479",1975-10-08,0
"4480",1975-10-09,21.6
"4481",1975-10-10,27.6
"4482",1975-10-11,8.6
"4483",1975-10-12,7.4
"4484",1975-10-13,3.2
"4485",1975-10-14,0.6
"4486",1975-10-15,0
"4487",1975-10-16,0
"4488",1975-10-17,0
"4489",1975-10-18,0
"4490",1975-10-19,0
"4491",1975-10-20,1
"4492",1975-10-21,25.6
"4493",1975-10-22,13
"4494",1975-10-23,2
"4495",1975-10-24,79
"4496",1975-10-25,0
"4497",1975-10-26,0
"4498",1975-10-27,2.6
"4499",1975-10-28,0
"4500",1975-10-29,0
"4501",1975-10-30,0
"4502",1975-10-31,8
"4503",1975-11-01,5.7
"4504",1975-11-02,7.5
"4505",1975-11-03,11.2
"4506",1975-11-04,4
"4507",1975-11-05,0
"4508",1975-11-06,1.4
"4509",1975-11-07,0.2
"4510",1975-11-08,0
"4511",1975-11-09,0
"4512",1975-11-10,0
"4513",1975-11-11,16.4
"4514",1975-11-12,0
"4515",1975-11-13,0.6
"4516",1975-11-14,0
"4517",1975-11-15,0
"4518",1975-11-16,5
"4519",1975-11-17,2
"4520",1975-11-18,0.2
"4521",1975-11-19,0
"4522",1975-11-20,0
"4523",1975-11-21,0
"4524",1975-11-22,0
"4525",1975-11-23,0
"4526",1975-11-24,2
"4527",1975-11-25,0
"4528",1975-11-26,0
"4529",1975-11-27,0
"4530",1975-11-28,0
"4531",1975-11-29,0
"4532",1975-11-30,0
"4533",1975-12-01,0
"4534",1975-12-02,0
"4535",1975-12-03,0
"4536",1975-12-04,3.4
"4537",1975-12-05,0
"4538",1975-12-06,0
"4539",1975-12-07,13.8
"4540",1975-12-08,0
"4541",1975-12-09,0
"4542",1975-12-10,0
"4543",1975-12-11,0
"4544",1975-12-12,0
"4545",1975-12-13,0
"4546",1975-12-14,0.2
"4547",1975-12-15,0
"4548",1975-12-16,1.4
"4549",1975-12-17,0
"4550",1975-12-18,2.4
"4551",1975-12-19,0.8
"4552",1975-12-20,4.4
"4553",1975-12-21,0
"4554",1975-12-22,0
"4555",1975-12-23,0
"4556",1975-12-24,0
"4557",1975-12-25,0
"4558",1975-12-26,0
"4559",1975-12-27,0
"4560",1975-12-28,0
"4561",1975-12-29,11
"4562",1975-12-30,57
"4563",1975-12-31,0
"4564",1976-01-01,0
"4565",1976-01-02,0
"4566",1976-01-03,0
"4567",1976-01-04,0
"4568",1976-01-05,0
"4569",1976-01-06,7.6
"4570",1976-01-07,16
"4571",1976-01-08,0.6
"4572",1976-01-09,0
"4573",1976-01-10,12
"4574",1976-01-11,8
"4575",1976-01-12,0
"4576",1976-01-13,3.2
"4577",1976-01-14,4
"4578",1976-01-15,9
"4579",1976-01-16,0
"4580",1976-01-17,0
"4581",1976-01-18,0
"4582",1976-01-19,0
"4583",1976-01-20,0
"4584",1976-01-21,1
"4585",1976-01-22,51.2
"4586",1976-01-23,7
"4587",1976-01-24,0.4
"4588",1976-01-25,0.6
"4589",1976-01-26,0.6
"4590",1976-01-27,0
"4591",1976-01-28,0
"4592",1976-01-29,0
"4593",1976-01-30,0
"4594",1976-01-31,0
"4595",1976-02-01,2
"4596",1976-02-02,1
"4597",1976-02-03,0
"4598",1976-02-04,0
"4599",1976-02-05,0
"4600",1976-02-06,0.2
"4601",1976-02-07,0
"4602",1976-02-08,0
"4603",1976-02-09,0
"4604",1976-02-10,13.4
"4605",1976-02-11,1.4
"4606",1976-02-12,0
"4607",1976-02-13,2.4
"4608",1976-02-14,1.4
"4609",1976-02-15,0
"4610",1976-02-16,2
"4611",1976-02-17,9
"4612",1976-02-18,0
"4613",1976-02-19,0
"4614",1976-02-20,1.2
"4615",1976-02-21,0
"4616",1976-02-22,0
"4617",1976-02-23,0
"4618",1976-02-24,17
"4619",1976-02-25,10.8
"4620",1976-02-26,0
"4621",1976-02-27,2.2
"4622",1976-02-28,3.4
"4623",1976-02-29,0.4
"4624",1976-03-01,7
"4625",1976-03-02,3
"4626",1976-03-03,0
"4627",1976-03-04,0
"4628",1976-03-05,6
"4629",1976-03-06,0
"4630",1976-03-07,0
"4631",1976-03-08,0
"4632",1976-03-09,0
"4633",1976-03-10,0
"4634",1976-03-11,0
"4635",1976-03-12,0
"4636",1976-03-13,0.4
"4637",1976-03-14,0
"4638",1976-03-15,0
"4639",1976-03-16,0
"4640",1976-03-17,0
"4641",1976-03-18,0
"4642",1976-03-19,0
"4643",1976-03-20,2.2
"4644",1976-03-21,0
"4645",1976-03-22,0
"4646",1976-03-23,0
"4647",1976-03-24,0
"4648",1976-03-25,0
"4649",1976-03-26,0
"4650",1976-03-27,1.6
"4651",1976-03-28,46
"4652",1976-03-29,0.2
"4653",1976-03-30,0
"4654",1976-03-31,0
"4655",1976-04-01,0
"4656",1976-04-02,0
"4657",1976-04-03,0
"4658",1976-04-04,0.8
"4659",1976-04-05,38
"4660",1976-04-06,16
"4661",1976-04-07,0.4
"4662",1976-04-08,0
"4663",1976-04-09,0
"4664",1976-04-10,0
"4665",1976-04-11,0
"4666",1976-04-12,4.6
"4667",1976-04-13,3.4
"4668",1976-04-14,1
"4669",1976-04-15,0
"4670",1976-04-16,0
"4671",1976-04-17,0
"4672",1976-04-18,2
"4673",1976-04-19,0.4
"4674",1976-04-20,0
"4675",1976-04-21,0
"4676",1976-04-22,0
"4677",1976-04-23,0
"4678",1976-04-24,0
"4679",1976-04-25,0
"4680",1976-04-26,0
"4681",1976-04-27,0
"4682",1976-04-28,6.8
"4683",1976-04-29,0.4
"4684",1976-04-30,0
"4685",1976-05-01,0
"4686",1976-05-02,0
"4687",1976-05-03,0
"4688",1976-05-04,4
"4689",1976-05-05,0
"4690",1976-05-06,0
"4691",1976-05-07,0
"4692",1976-05-08,0
"4693",1976-05-09,0
"4694",1976-05-10,0
"4695",1976-05-11,0
"4696",1976-05-12,0
"4697",1976-05-13,0
"4698",1976-05-14,0
"4699",1976-05-15,4.2
"4700",1976-05-16,1.4
"4701",1976-05-17,7
"4702",1976-05-18,0
"4703",1976-05-19,0
"4704",1976-05-20,0
"4705",1976-05-21,0
"4706",1976-05-22,0
"4707",1976-05-23,4.4
"4708",1976-05-24,0
"4709",1976-05-25,0
"4710",1976-05-26,0
"4711",1976-05-27,0
"4712",1976-05-28,0
"4713",1976-05-29,0
"4714",1976-05-30,0
"4715",1976-05-31,0
"4716",1976-06-01,0
"4717",1976-06-02,9
"4718",1976-06-03,0
"4719",1976-06-04,0
"4720",1976-06-05,0
"4721",1976-06-06,0
"4722",1976-06-07,4.2
"4723",1976-06-08,0
"4724",1976-06-09,0
"4725",1976-06-10,0
"4726",1976-06-11,0
"4727",1976-06-12,0
"4728",1976-06-13,0
"4729",1976-06-14,0
"4730",1976-06-15,2.4
"4731",1976-06-16,0
"4732",1976-06-17,0
"4733",1976-06-18,0.6
"4734",1976-06-19,0
"4735",1976-06-20,0
"4736",1976-06-21,0
"4737",1976-06-22,0
"4738",1976-06-23,0
"4739",1976-06-24,2.2
"4740",1976-06-25,2.2
"4741",1976-06-26,0
"4742",1976-06-27,5.1
"4743",1976-06-28,10.6
"4744",1976-06-29,0.4
"4745",1976-06-30,6.2
"4746",1976-07-01,0
"4747",1976-07-02,0
"4748",1976-07-03,0
"4749",1976-07-04,9.2
"4750",1976-07-05,0.8
"4751",1976-07-06,0
"4752",1976-07-07,0
"4753",1976-07-08,0.4
"4754",1976-07-09,0
"4755",1976-07-10,0
"4756",1976-07-11,0
"4757",1976-07-12,0
"4758",1976-07-13,2.2
"4759",1976-07-14,0.8
"4760",1976-07-15,0
"4761",1976-07-16,0
"4762",1976-07-17,0
"4763",1976-07-18,0
"4764",1976-07-19,0
"4765",1976-07-20,0
"4766",1976-07-21,0
"4767",1976-07-22,0
"4768",1976-07-23,0
"4769",1976-07-24,0
"4770",1976-07-25,0
"4771",1976-07-26,7.4
"4772",1976-07-27,0
"4773",1976-07-28,0
"4774",1976-07-29,0
"4775",1976-07-30,14
"4776",1976-07-31,0
"4777",1976-08-01,9.4
"4778",1976-08-02,14
"4779",1976-08-03,3.6
"4780",1976-08-04,1.4
"4781",1976-08-05,0
"4782",1976-08-06,16.6
"4783",1976-08-07,4.6
"4784",1976-08-08,0
"4785",1976-08-09,0
"4786",1976-08-10,0
"4787",1976-08-11,0
"4788",1976-08-12,0
"4789",1976-08-13,4.4
"4790",1976-08-14,0
"4791",1976-08-15,0
"4792",1976-08-16,0
"4793",1976-08-17,0
"4794",1976-08-18,0.2
"4795",1976-08-19,0
"4796",1976-08-20,0
"4797",1976-08-21,0
"4798",1976-08-22,0
"4799",1976-08-23,9.2
"4800",1976-08-24,9.4
"4801",1976-08-25,0.1
"4802",1976-08-26,0
"4803",1976-08-27,7.4
"4804",1976-08-28,2.2
"4805",1976-08-29,0
"4806",1976-08-30,0
"4807",1976-08-31,0
"4808",1976-09-01,3.2
"4809",1976-09-02,29.6
"4810",1976-09-03,1
"4811",1976-09-04,1.4
"4812",1976-09-05,1
"4813",1976-09-06,0
"4814",1976-09-07,0.4
"4815",1976-09-08,1
"4816",1976-09-09,7.2
"4817",1976-09-10,7.4
"4818",1976-09-11,14.6
"4819",1976-09-12,1.4
"4820",1976-09-13,0
"4821",1976-09-14,0
"4822",1976-09-15,0
"4823",1976-09-16,0
"4824",1976-09-17,0
"4825",1976-09-18,0
"4826",1976-09-19,0
"4827",1976-09-20,0
"4828",1976-09-21,16.4
"4829",1976-09-22,14
"4830",1976-09-23,1.8
"4831",1976-09-24,0.8
"4832",1976-09-25,0
"4833",1976-09-26,0
"4834",1976-09-27,0
"4835",1976-09-28,0
"4836",1976-09-29,0
"4837",1976-09-30,0
"4838",1976-10-01,2.6
"4839",1976-10-02,0.4
"4840",1976-10-03,27.8
"4841",1976-10-04,20.2
"4842",1976-10-05,18.4
"4843",1976-10-06,20.2
"4844",1976-10-07,5
"4845",1976-10-08,0.8
"4846",1976-10-09,0.4
"4847",1976-10-10,4.2
"4848",1976-10-11,0
"4849",1976-10-12,0
"4850",1976-10-13,0.6
"4851",1976-10-14,22.8
"4852",1976-10-15,4.4
"4853",1976-10-16,75
"4854",1976-10-17,8
"4855",1976-10-18,0.2
"4856",1976-10-19,1.2
"4857",1976-10-20,11
"4858",1976-10-21,8.2
"4859",1976-10-22,0
"4860",1976-10-23,0
"4861",1976-10-24,0
"4862",1976-10-25,0
"4863",1976-10-26,14.4
"4864",1976-10-27,5.4
"4865",1976-10-28,3.2
"4866",1976-10-29,0
"4867",1976-10-30,0
"4868",1976-10-31,4
"4869",1976-11-01,0.2
"4870",1976-11-02,0
"4871",1976-11-03,6
"4872",1976-11-04,16
"4873",1976-11-05,0.4
"4874",1976-11-06,0
"4875",1976-11-07,1.4
"4876",1976-11-08,0.4
"4877",1976-11-09,0
"4878",1976-11-10,0
"4879",1976-11-11,0
"4880",1976-11-12,2.6
"4881",1976-11-13,0.4
"4882",1976-11-14,0
"4883",1976-11-15,0
"4884",1976-11-16,7
"4885",1976-11-17,0
"4886",1976-11-18,0
"4887",1976-11-19,0
"4888",1976-11-20,6.4
"4889",1976-11-21,0.4
"4890",1976-11-22,8.4
"4891",1976-11-23,3.2
"4892",1976-11-24,0
"4893",1976-11-25,0
"4894",1976-11-26,0.4
"4895",1976-11-27,0
"4896",1976-11-28,0.2
"4897",1976-11-29,0
"4898",1976-11-30,3
"4899",1976-12-01,0
"4900",1976-12-02,0
"4901",1976-12-03,0
"4902",1976-12-04,0
"4903",1976-12-05,0
"4904",1976-12-06,0
"4905",1976-12-07,0
"4906",1976-12-08,0
"4907",1976-12-09,0
"4908",1976-12-10,0
"4909",1976-12-11,0.6
"4910",1976-12-12,4
"4911",1976-12-13,0
"4912",1976-12-14,0
"4913",1976-12-15,0
"4914",1976-12-16,0
"4915",1976-12-17,0
"4916",1976-12-18,2.4
"4917",1976-12-19,0
"4918",1976-12-20,0
"4919",1976-12-21,0
"4920",1976-12-22,0.2
"4921",1976-12-23,0
"4922",1976-12-24,20
"4923",1976-12-25,0
"4924",1976-12-26,0
"4925",1976-12-27,0
"4926",1976-12-28,0
"4927",1976-12-29,0
"4928",1976-12-30,0
"4929",1976-12-31,0
"4930",1977-01-01,0
"4931",1977-01-02,21
"4932",1977-01-03,0
"4933",1977-01-04,0
"4934",1977-01-05,0
"4935",1977-01-06,0
"4936",1977-01-07,0
"4937",1977-01-08,0
"4938",1977-01-09,0
"4939",1977-01-10,0
"4940",1977-01-11,0
"4941",1977-01-12,8.4
"4942",1977-01-13,0
"4943",1977-01-14,7.4
"4944",1977-01-15,21
"4945",1977-01-16,0
"4946",1977-01-17,0
"4947",1977-01-18,5
"4948",1977-01-19,0
"4949",1977-01-20,0
"4950",1977-01-21,0
"4951",1977-01-22,0
"4952",1977-01-23,0
"4953",1977-01-24,0
"4954",1977-01-25,0
"4955",1977-01-26,0
"4956",1977-01-27,0
"4957",1977-01-28,0
"4958",1977-01-29,0
"4959",1977-01-30,0
"4960",1977-01-31,0
"4961",1977-02-01,0
"4962",1977-02-02,0
"4963",1977-02-03,0
"4964",1977-02-04,0
"4965",1977-02-05,0
"4966",1977-02-06,12
"4967",1977-02-07,0
"4968",1977-02-08,1
"4969",1977-02-09,0
"4970",1977-02-10,0
"4971",1977-02-11,0
"4972",1977-02-12,0
"4973",1977-02-13,0
"4974",1977-02-14,0
"4975",1977-02-15,0.8
"4976",1977-02-16,12.4
"4977",1977-02-17,0
"4978",1977-02-18,0
"4979",1977-02-19,0
"4980",1977-02-20,0
"4981",1977-02-21,0
"4982",1977-02-22,0.4
"4983",1977-02-23,74
"4984",1977-02-24,24.2
"4985",1977-02-25,38
"4986",1977-02-26,22
"4987",1977-02-27,0
"4988",1977-02-28,4.6
"4989",1977-03-01,0.2
"4990",1977-03-02,0
"4991",1977-03-03,0
"4992",1977-03-04,7.2
"4993",1977-03-05,58
"4994",1977-03-06,0
"4995",1977-03-07,7
"4996",1977-03-08,0.8
"4997",1977-03-09,0
"4998",1977-03-10,0
"4999",1977-03-11,0
"5000",1977-03-12,0
"5001",1977-03-13,0
"5002",1977-03-14,0
"5003",1977-03-15,12
"5004",1977-03-16,36.8
"5005",1977-03-17,0
"5006",1977-03-18,0
"5007",1977-03-19,0
"5008",1977-03-20,0
"5009",1977-03-21,0
"5010",1977-03-22,2
"5011",1977-03-23,0
"5012",1977-03-24,2.4
"5013",1977-03-25,0
"5014",1977-03-26,16
"5015",1977-03-27,1
"5016",1977-03-28,0
"5017",1977-03-29,0
"5018",1977-03-30,3.6
"5019",1977-03-31,0.4
"5020",1977-04-01,1.2
"5021",1977-04-02,0
"5022",1977-04-03,0
"5023",1977-04-04,0
"5024",1977-04-05,0
"5025",1977-04-06,8
"5026",1977-04-07,38.6
"5027",1977-04-08,11
"5028",1977-04-09,1.4
"5029",1977-04-10,0
"5030",1977-04-11,0
"5031",1977-04-12,0
"5032",1977-04-13,0
"5033",1977-04-14,0
"5034",1977-04-15,0
"5035",1977-04-16,0
"5036",1977-04-17,0
"5037",1977-04-18,0
"5038",1977-04-19,0
"5039",1977-04-20,0
"5040",1977-04-21,0
"5041",1977-04-22,0
"5042",1977-04-23,0
"5043",1977-04-24,0
"5044",1977-04-25,0
"5045",1977-04-26,0
"5046",1977-04-27,0
"5047",1977-04-28,0
"5048",1977-04-29,0
"5049",1977-04-30,0
"5050",1977-05-01,0
"5051",1977-05-02,0
"5052",1977-05-03,0
"5053",1977-05-04,0
"5054",1977-05-05,0
"5055",1977-05-06,13.4
"5056",1977-05-07,5.6
"5057",1977-05-08,0
"5058",1977-05-09,0
"5059",1977-05-10,0
"5060",1977-05-11,2.6
"5061",1977-05-12,0
"5062",1977-05-13,0
"5063",1977-05-14,0
"5064",1977-05-15,6.6
"5065",1977-05-16,0
"5066",1977-05-17,0.6
"5067",1977-05-18,0.4
"5068",1977-05-19,1.2
"5069",1977-05-20,3
"5070",1977-05-21,9.6
"5071",1977-05-22,9
"5072",1977-05-23,0
"5073",1977-05-24,11.8
"5074",1977-05-25,10
"5075",1977-05-26,0
"5076",1977-05-27,0
"5077",1977-05-28,22
"5078",1977-05-29,0
"5079",1977-05-30,0
"5080",1977-05-31,8
"5081",1977-06-01,1
"5082",1977-06-02,0
"5083",1977-06-03,0.2
"5084",1977-06-04,0
"5085",1977-06-05,0
"5086",1977-06-06,1.2
"5087",1977-06-07,0
"5088",1977-06-08,0
"5089",1977-06-09,0.4
"5090",1977-06-10,0
"5091",1977-06-11,0
"5092",1977-06-12,0
"5093",1977-06-13,0
"5094",1977-06-14,0
"5095",1977-06-15,0
"5096",1977-06-16,8.6
"5097",1977-06-17,0.6
"5098",1977-06-18,26
"5099",1977-06-19,25
"5100",1977-06-20,0
"5101",1977-06-21,0
"5102",1977-06-22,0
"5103",1977-06-23,0
"5104",1977-06-24,0.4
"5105",1977-06-25,0
"5106",1977-06-26,0
"5107",1977-06-27,0
"5108",1977-06-28,5.8
"5109",1977-06-29,11
"5110",1977-06-30,19.6
"5111",1977-07-01,2
"5112",1977-07-02,0
"5113",1977-07-03,0
"5114",1977-07-04,0
"5115",1977-07-05,0
"5116",1977-07-06,0
"5117",1977-07-07,0
"5118",1977-07-08,0
"5119",1977-07-09,0
"5120",1977-07-10,0
"5121",1977-07-11,0
"5122",1977-07-12,0
"5123",1977-07-13,0
"5124",1977-07-14,7.6
"5125",1977-07-15,0.4
"5126",1977-07-16,0.8
"5127",1977-07-17,0
"5128",1977-07-18,0
"5129",1977-07-19,0
"5130",1977-07-20,0
"5131",1977-07-21,0
"5132",1977-07-22,0
"5133",1977-07-23,0
"5134",1977-07-24,4
"5135",1977-07-25,8.6
"5136",1977-07-26,9.4
"5137",1977-07-27,2.4
"5138",1977-07-28,0
"5139",1977-07-29,0
"5140",1977-07-30,0
"5141",1977-07-31,0
"5142",1977-08-01,2.8
"5143",1977-08-02,0
"5144",1977-08-03,0
"5145",1977-08-04,5.6
"5146",1977-08-05,0
"5147",1977-08-06,0
"5148",1977-08-07,1
"5149",1977-08-08,0
"5150",1977-08-09,0
"5151",1977-08-10,0
"5152",1977-08-11,0
"5153",1977-08-12,25
"5154",1977-08-13,22.2
"5155",1977-08-14,2.6
"5156",1977-08-15,0
"5157",1977-08-16,0
"5158",1977-08-17,0
"5159",1977-08-18,0
"5160",1977-08-19,0
"5161",1977-08-20,0
"5162",1977-08-21,0.4
"5163",1977-08-22,2.8
"5164",1977-08-23,0
"5165",1977-08-24,0
"5166",1977-08-25,0
"5167",1977-08-26,0
"5168",1977-08-27,0
"5169",1977-08-28,0.6
"5170",1977-08-29,0
"5171",1977-08-30,0
"5172",1977-08-31,1.2
"5173",1977-09-01,5
"5174",1977-09-02,10.2
"5175",1977-09-03,26.8
"5176",1977-09-04,4.6
"5177",1977-09-05,0
"5178",1977-09-06,0
"5179",1977-09-07,4.4
"5180",1977-09-08,4.2
"5181",1977-09-09,0
"5182",1977-09-10,5
"5183",1977-09-11,0.8
"5184",1977-09-12,0
"5185",1977-09-13,5
"5186",1977-09-14,1.2
"5187",1977-09-15,0.2
"5188",1977-09-16,1.4
"5189",1977-09-17,0
"5190",1977-09-18,0
"5191",1977-09-19,0
"5192",1977-09-20,0
"5193",1977-09-21,0
"5194",1977-09-22,0
"5195",1977-09-23,0
"5196",1977-09-24,0
"5197",1977-09-25,0
"5198",1977-09-26,0
"5199",1977-09-27,1.2
"5200",1977-09-28,2
"5201",1977-09-29,0
"5202",1977-09-30,23
"5203",1977-10-01,2.4
"5204",1977-10-02,0
"5205",1977-10-03,1.4
"5206",1977-10-04,0
"5207",1977-10-05,0.4
"5208",1977-10-06,0
"5209",1977-10-07,0
"5210",1977-10-08,0
"5211",1977-10-09,0
"5212",1977-10-10,0
"5213",1977-10-11,0
"5214",1977-10-12,0
"5215",1977-10-13,0
"5216",1977-10-14,0
"5217",1977-10-15,3
"5218",1977-10-16,0
"5219",1977-10-17,0
"5220",1977-10-18,0
"5221",1977-10-19,0
"5222",1977-10-20,0.1
"5223",1977-10-21,0
"5224",1977-10-22,0
"5225",1977-10-23,3
"5226",1977-10-24,0
"5227",1977-10-25,2.6
"5228",1977-10-26,0
"5229",1977-10-27,0
"5230",1977-10-28,0
"5231",1977-10-29,0
"5232",1977-10-30,0.6
"5233",1977-10-31,0
"5234",1977-11-01,0
"5235",1977-11-02,0
"5236",1977-11-03,0
"5237",1977-11-04,0
"5238",1977-11-05,2.4
"5239",1977-11-06,0
"5240",1977-11-07,0
"5241",1977-11-08,0
"5242",1977-11-09,0
"5243",1977-11-10,0
"5244",1977-11-11,14.6
"5245",1977-11-12,1
"5246",1977-11-13,0
"5247",1977-11-14,0
"5248",1977-11-15,0
"5249",1977-11-16,0
"5250",1977-11-17,0
"5251",1977-11-18,0
"5252",1977-11-19,0
"5253",1977-11-20,0
"5254",1977-11-21,0
"5255",1977-11-22,0
"5256",1977-11-23,0
"5257",1977-11-24,0
"5258",1977-11-25,0
"5259",1977-11-26,0
"5260",1977-11-27,0
"5261",1977-11-28,0
"5262",1977-11-29,0
"5263",1977-11-30,8.4
"5264",1977-12-01,20
"5265",1977-12-02,2.4
"5266",1977-12-03,0
"5267",1977-12-04,0
"5268",1977-12-05,0
"5269",1977-12-06,0
"5270",1977-12-07,0
"5271",1977-12-08,0
"5272",1977-12-09,0.2
"5273",1977-12-10,0
"5274",1977-12-11,0
"5275",1977-12-12,0
"5276",1977-12-13,0
"5277",1977-12-14,0
